"","res_name"
"10566","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"10567","FAD_FDA"
"10568","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"10569","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"10570","NAG_NDG_A2G_NGA_MAG"
"10571","NAG_NDG_A2G_NGA_MAG"
"10572","FAD_FDA"
"10573","MG"
"10574","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"10575","ZN"
"10576","ZN"
"10577","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"10578","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"10579","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"10580","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"10581","NAG_NDG_A2G_NGA_MAG"
"10582","CA"
"10583","ZN"
"10584","NAG_NDG_A2G_NGA_MAG"
"10585","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"10586","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"10587","NAG_NDG_A2G_NGA_MAG"
"10588","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"10589","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"10590","CA"
"10591","NAD_NAP"
"10592","HEM"
"10593","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"10594","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"10595","NAG_NDG_A2G_NGA_MAG"
"10596","HEM"
"10597","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"10598","FAD_FDA"
"10599","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"10600","NAG_NDG_A2G_NGA_MAG"
"10601","NAG_NDG_A2G_NGA_MAG"
"10602","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"10603","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"10604","NAD_NAP"
"10605","MAN_BMA_GAL_FUC_BGC_GLC_XYP_FUL_GLA_XYS_MMA_RAM_BDP_SKM_GCU_XYL_ADA_G2F_GCS_SGC_NOJ_INS_G6D_FCA_ACI"
"10606","CA"
"10607","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"10608","HEM"
"10609","NAG_NDG_A2G_NGA_MAG"
"10610","NAG_NDG_A2G_NGA_MAG"
"10611","ZN"
"10612","MN"
"10613","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"10614","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"10615","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"10616","FAD_FDA"
"10617","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"10618","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"10619","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"10620","ZN"
"10621","MG"
"10622","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"10623","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"10624","NAD_NAP"
"10625","MN"
"10626","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"10627","BOG_BNG_BHG_HTG"
"10628","FAD_FDA"
"10629","NAG_NDG_A2G_NGA_MAG"
"10630","NAG_NDG_A2G_NGA_MAG"
"10631","ACT_DMS_ACY_NO3_IPA_CO3_BCT_BEF_SO3_AF3_GAI_URE_PO3_ACN_MOS_ACM_MGF_BO3"
"10632","NRQ"
"10633","MES"
"10634","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"10635","MAN_BMA_GAL_FUC_BGC_GLC_XYP_FUL_GLA_XYS_MMA_RAM_BDP_SKM_GCU_XYL_ADA_G2F_GCS_SGC_NOJ_INS_G6D_FCA_ACI"
"10636","MES"
"10637","HEM"
"10638","ZN"
"10639","NAG_NDG_A2G_NGA_MAG"
"10640","SUC"
"10641","RET_REA_RTL"
"10642","EDO_BME_ETA"
"10643","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"10644","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"10645","NAG_NDG_A2G_NGA_MAG"
"10646","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"10647","ZN"
"10648","MAN_BMA_GAL_FUC_BGC_GLC_XYP_FUL_GLA_XYS_MMA_RAM_BDP_SKM_GCU_XYL_ADA_G2F_GCS_SGC_NOJ_INS_G6D_FCA_ACI"
"10649","NAG_NDG_A2G_NGA_MAG"
"10650","1PE_P6G_PLM_OLA_1PG_PG6_SPH_STE_PAM"
"10651","CIT_FLC_NCD"
"10652","NAG_NDG_A2G_NGA_MAG"
"10653","MG"
"10654","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"10655","PLP_PMP_PLR"
"10656","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"10657","FAD_FDA"
"10658","ACT_DMS_ACY_NO3_IPA_CO3_BCT_BEF_SO3_AF3_GAI_URE_PO3_ACN_MOS_ACM_MGF_BO3"
"10659","CA"
"10660","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"10661","AMP_5GP_CMP_IMP_PCG_XMP"
"10662","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"10663","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"10664","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"10665","MG"
"10666","CIT_FLC_NCD"
"10667","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"10668","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"10669","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"10670","NAG_NDG_A2G_NGA_MAG"
"10671","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"10672","MN"
"10673","NAG_NDG_A2G_NGA_MAG"
"10674","3DR"
"10675","NAG_NDG_A2G_NGA_MAG"
"10676","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"10677","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"10678","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"10679","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"10680","FE"
"10681","FES"
"10682","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"10683","ACT_DMS_ACY_NO3_IPA_CO3_BCT_BEF_SO3_AF3_GAI_URE_PO3_ACN_MOS_ACM_MGF_BO3"
"10684","CA"
"10685","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"10686","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"10687","HEM"
"10688","MG"
"10689","PLP_PMP_PLR"
"10690","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"10691","MES"
"10692","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"10693","MG"
"10694","CIT_FLC_NCD"
"10695","ZN"
"10696","BR"
"10697","ZN"
"10698","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"10699","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"10700","HEM"
"10701","NAG_NDG_A2G_NGA_MAG"
"10702","NAG_NDG_A2G_NGA_MAG"
"10703","HEM"
"10704","MG"
"10705","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"10706","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"10707","AMP_5GP_CMP_IMP_PCG_XMP"
"10708","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"10709","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"10710","HEM"
"10711","ACT_DMS_ACY_NO3_IPA_CO3_BCT_BEF_SO3_AF3_GAI_URE_PO3_ACN_MOS_ACM_MGF_BO3"
"10712","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"10713","HEM"
"10714","NAG_NDG_A2G_NGA_MAG"
"10715","ZN"
"10716","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"10717","CA"
"10718","MG"
"10719","ZN"
"10720","FAD_FDA"
"10721","NAG_NDG_A2G_NGA_MAG"
"10722","MAN_BMA_GAL_FUC_BGC_GLC_XYP_FUL_GLA_XYS_MMA_RAM_BDP_SKM_GCU_XYL_ADA_G2F_GCS_SGC_NOJ_INS_G6D_FCA_ACI"
"10723","ZN"
"10724","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"10725","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"10726","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"10727","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"10728","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"10729","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"10730","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"10731","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"10732","CA"
"10733","MAN_BMA_GAL_FUC_BGC_GLC_XYP_FUL_GLA_XYS_MMA_RAM_BDP_SKM_GCU_XYL_ADA_G2F_GCS_SGC_NOJ_INS_G6D_FCA_ACI"
"10734","NAG_NDG_A2G_NGA_MAG"
"10735","MAN_BMA_GAL_FUC_BGC_GLC_XYP_FUL_GLA_XYS_MMA_RAM_BDP_SKM_GCU_XYL_ADA_G2F_GCS_SGC_NOJ_INS_G6D_FCA_ACI"
"10736","MG"
"10737","MAN_BMA_GAL_FUC_BGC_GLC_XYP_FUL_GLA_XYS_MMA_RAM_BDP_SKM_GCU_XYL_ADA_G2F_GCS_SGC_NOJ_INS_G6D_FCA_ACI"
"10738","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"10739","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"10740","NAG_NDG_A2G_NGA_MAG"
"10741","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"10742","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"10743","COA_ACO_CAA"
"10744","ZN"
"10745","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"10746","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"10747","NAG_NDG_A2G_NGA_MAG"
"10748","NAG_NDG_A2G_NGA_MAG"
"10749","CA"
"10750","NAG_NDG_A2G_NGA_MAG"
"10751","MAN_BMA_GAL_FUC_BGC_GLC_XYP_FUL_GLA_XYS_MMA_RAM_BDP_SKM_GCU_XYL_ADA_G2F_GCS_SGC_NOJ_INS_G6D_FCA_ACI"
"10752","BCL_BPH_BPB_PHO"
"10753","BCL_BPH_BPB_PHO"
"10754","BCL_BPH_BPB_PHO"
"10755","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"10756","MG"
"10757","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"10758","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"10759","FAD_FDA"
"10760","EDO_BME_ETA"
"10761","NDP_NAI"
"10762","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"10763","NAG_NDG_A2G_NGA_MAG"
"10764","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"10765","NAG_NDG_A2G_NGA_MAG"
"10766","NAG_NDG_A2G_NGA_MAG"
"10767","NAG_NDG_A2G_NGA_MAG"
"10768","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"10769","NAG_NDG_A2G_NGA_MAG"
"10770","TLA_TAR_MLT_SRT_OAA_LMR"
"10771","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"10772","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"10773","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"10774","MAN_BMA_GAL_FUC_BGC_GLC_XYP_FUL_GLA_XYS_MMA_RAM_BDP_SKM_GCU_XYL_ADA_G2F_GCS_SGC_NOJ_INS_G6D_FCA_ACI"
"10775","PLP_PMP_PLR"
"10776","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"10777","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"10778","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"10779","MG"
"10780","CL"
"10781","CA"
"10782","NAG_NDG_A2G_NGA_MAG"
"10783","NAG_NDG_A2G_NGA_MAG"
"10784","NAG_NDG_A2G_NGA_MAG"
"10785","MG"
"10786","NAG_NDG_A2G_NGA_MAG"
"10787","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"10788","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"10789","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"10790","FAD_FDA"
"10791","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"10792","CIT_FLC_NCD"
"10793","NAG_NDG_A2G_NGA_MAG"
"10794","HEM"
"10795","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"10796","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"10797","CME"
"10798","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"10799","NAG_NDG_A2G_NGA_MAG"
"10800","HEM"
"10801","CIT_FLC_NCD"
"10802","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"10803","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"10804","ZN"
"10805","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"10806","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"10807","A3P"
"10808","NAG_NDG_A2G_NGA_MAG"
"10809","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"10810","NAG_NDG_A2G_NGA_MAG"
"10811","NAG_NDG_A2G_NGA_MAG"
"10812","NAG_NDG_A2G_NGA_MAG"
"10813","NAG_NDG_A2G_NGA_MAG"
"10814","SF4_F3S"
"10815","SEP"
"10816","HEM"
"10817","NAG_NDG_A2G_NGA_MAG"
"10818","ACT_DMS_ACY_NO3_IPA_CO3_BCT_BEF_SO3_AF3_GAI_URE_PO3_ACN_MOS_ACM_MGF_BO3"
"10819","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"10820","ZN"
"10821","NAG_NDG_A2G_NGA_MAG"
"10822","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"10823","MG"
"10824","NAG_NDG_A2G_NGA_MAG"
"10825","MG"
"10826","5CM"
"10827","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"10828","MG"
"10829","MAN_BMA_GAL_FUC_BGC_GLC_XYP_FUL_GLA_XYS_MMA_RAM_BDP_SKM_GCU_XYL_ADA_G2F_GCS_SGC_NOJ_INS_G6D_FCA_ACI"
"10830","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"10831","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"10832","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"10833","PEG_DEP"
"10834","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"10835","ZN"
"10836","HEM"
"10837","PLP_PMP_PLR"
"10838","EDO_BME_ETA"
"10839","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"10840","HEM"
"10841","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"10842","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"10843","ZN"
"10844","MAN_BMA_GAL_FUC_BGC_GLC_XYP_FUL_GLA_XYS_MMA_RAM_BDP_SKM_GCU_XYL_ADA_G2F_GCS_SGC_NOJ_INS_G6D_FCA_ACI"
"10845","MAN_BMA_GAL_FUC_BGC_GLC_XYP_FUL_GLA_XYS_MMA_RAM_BDP_SKM_GCU_XYL_ADA_G2F_GCS_SGC_NOJ_INS_G6D_FCA_ACI"
"10846","NAG_NDG_A2G_NGA_MAG"
"10847","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"10848","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"10849","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"10850","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"10851","FAD_FDA"
"10852","FAD_FDA"
"10853","FMN_RBF"
"10854","HEM"
"10855","EPE"
"10856","MAN_BMA_GAL_FUC_BGC_GLC_XYP_FUL_GLA_XYS_MMA_RAM_BDP_SKM_GCU_XYL_ADA_G2F_GCS_SGC_NOJ_INS_G6D_FCA_ACI"
"10857","HEM"
"10858","MG"
"10859","HEM"
"10860","FAD_FDA"
"10861","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"10862","NAD_NAP"
"10863","FAD_FDA"
"10864","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"10865","EDO_BME_ETA"
"10866","ZN"
"10867","MN"
"10868","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"10869","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"10870","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"10871","EDO_BME_ETA"
"10872","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"10873","ZN"
"10874","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"10875","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"10876","CA"
"10877","MG"
"10878","CIT_FLC_NCD"
"10879","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"10880","HEM"
"10881","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"10882","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"10883","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"10884","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"10885","EDO_BME_ETA"
"10886","FMN_RBF"
"10887","ZN"
"10888","ZN"
"10889","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"10890","MG"
"10891","DTT_DTU_DTV"
"10892","BR"
"10893","LLP"
"10894","NAG_NDG_A2G_NGA_MAG"
"10895","MG"
"10896","EDO_BME_ETA"
"10897","ZN"
"10898","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"10899","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"10900","NAG_NDG_A2G_NGA_MAG"
"10901","HEM"
"10902","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"10903","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"10904","NAG_NDG_A2G_NGA_MAG"
"10905","MAN_BMA_GAL_FUC_BGC_GLC_XYP_FUL_GLA_XYS_MMA_RAM_BDP_SKM_GCU_XYL_ADA_G2F_GCS_SGC_NOJ_INS_G6D_FCA_ACI"
"10906","A3P"
"10907","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"10908","CME"
"10909","MG"
"10910","SF4_F3S"
"10911","MN"
"10912","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"10913","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"10914","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"10915","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"10916","HEM"
"10917","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"10918","CA"
"10919","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"10920","LLP"
"10921","NAG_NDG_A2G_NGA_MAG"
"10922","CO"
"10923","CIT_FLC_NCD"
"10924","NAG_NDG_A2G_NGA_MAG"
"10925","NAG_NDG_A2G_NGA_MAG"
"10926","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"10927","FAD_FDA"
"10928","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"10929","NDP_NAI"
"10930","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"10931","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"10932","NAG_NDG_A2G_NGA_MAG"
"10933","CA"
"10934","CA"
"10935","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"10936","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"10937","NAD_NAP"
"10938","HEC_COH"
"10939","MG"
"10940","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"10941","CA"
"10942","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"10943","NAG_NDG_A2G_NGA_MAG"
"10944","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"10945","PEG_DEP"
"10946","CL"
"10947","NAG_NDG_A2G_NGA_MAG"
"10948","FAD_FDA"
"10949","MG"
"10950","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"10951","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"10952","NAG_NDG_A2G_NGA_MAG"
"10953","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"10954","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"10955","NAG_NDG_A2G_NGA_MAG"
"10956","NAG_NDG_A2G_NGA_MAG"
"10957","GSW"
"10958","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"10959","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"10960","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"10961","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"10962","ACT_DMS_ACY_NO3_IPA_CO3_BCT_BEF_SO3_AF3_GAI_URE_PO3_ACN_MOS_ACM_MGF_BO3"
"10963","A23"
"10964","MAN_BMA_GAL_FUC_BGC_GLC_XYP_FUL_GLA_XYS_MMA_RAM_BDP_SKM_GCU_XYL_ADA_G2F_GCS_SGC_NOJ_INS_G6D_FCA_ACI"
"10965","NAG_NDG_A2G_NGA_MAG"
"10966","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"10967","HEM"
"10968","MG"
"10969","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"10970","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"10971","HEM"
"10972","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"10973","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"10974","ACT_DMS_ACY_NO3_IPA_CO3_BCT_BEF_SO3_AF3_GAI_URE_PO3_ACN_MOS_ACM_MGF_BO3"
"10975","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"10976","PLP_PMP_PLR"
"10977","FAD_FDA"
"10978","ACT_DMS_ACY_NO3_IPA_CO3_BCT_BEF_SO3_AF3_GAI_URE_PO3_ACN_MOS_ACM_MGF_BO3"
"10979","NAG_NDG_A2G_NGA_MAG"
"10980","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"10981","MG"
"10982","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"10983","FAD_FDA"
"10984","ZN"
"10985","MG"
"10986","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"10987","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"10988","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"10989","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"10990","BR"
"10991","NAG_NDG_A2G_NGA_MAG"
"10992","HEM"
"10993","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"10994","ZN"
"10995","TPO"
"10996","MG"
"10997","ACT_DMS_ACY_NO3_IPA_CO3_BCT_BEF_SO3_AF3_GAI_URE_PO3_ACN_MOS_ACM_MGF_BO3"
"10998","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"10999","NAG_NDG_A2G_NGA_MAG"
"11000","EDO_BME_ETA"
"11001","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"11002","ACT_DMS_ACY_NO3_IPA_CO3_BCT_BEF_SO3_AF3_GAI_URE_PO3_ACN_MOS_ACM_MGF_BO3"
"11003","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"11004","PCA"
"11005","ZN"
"11006","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"11007","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"11008","PGE_SPD_F09_D10"
"11009","ZN"
"11010","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"11011","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"11012","CIT_FLC_NCD"
"11013","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"11014","HEM"
"11015","MN"
"11016","BEN_BAM"
"11017","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
